,Variable_1,Variable_2
161,1.252874086383155,2.0366384480138087
162,2.3907213428023133,2.51948635400066
163,1.6890238463138374,1.0905744174903296
164,-0.231918016164677,0.0477806745267803
165,0.7694922312387389,0.7855466824943508
166,2.9130108329312985,2.3409660580416958
167,0.1401288774401756,3.079983441118323
168,1.3044242160607058,1.7252910767411798
169,1.2237406847993406,2.861904956619745
170,1.8928038083571133,3.8512459221101376
171,2.93057924501896,2.7628798362046814
172,1.6363886226549236,3.143242563237488
173,1.3733982907798796,4.711768347300857
174,1.0429405457145933,4.8178477723691095
175,2.6330566207905464,3.2991248209573887
176,2.403737231558566,1.867401062791366
177,2.784726987688068,0.1785185638155964
178,0.9028336606366008,3.5190706084942605
179,1.9730056125575892,4.804644445954909
180,1.6763628044023544,1.3874313466328096
181,1.6924205100649847,0.6232763013697236
182,1.2695243928605162,2.530757335103845
183,0.4688114825602034,2.971036896688783
184,0.149209495687719,1.432031021610816
185,2.429019976804573,2.000657426114276
186,4.1534101346887375,15.260809343069084
187,-0.8051302343553508,2.8974337186100536
188,1.852606826099794,5.744977235475245
189,2.176362403131644,6.675827239447096
190,3.436122196854721,1.419029459638021
191,3.7509517203767664,1.3681713672047366
192,2.364143352515361,3.667505817216469
193,0.4021734874376801,2.6556556318592595
194,2.5971808613154503,0.5536022037259747
195,3.591220376161456,1.975397040037024
196,2.692389092434451,0.2058231410305923
197,1.200175350630103,1.245740657029299
198,3.081786231516213,4.349690057915827
199,2.204726794009612,7.232604770377011
